序号,题干
878,某村共有10块水稻田，2016年的收成与2015年相比情况如下（增产为正，减产为负，单位：千克）＋32，＋17，－39，－11，＋15，－13，＋8，＋3，＋11，－21，则2016年水稻的总产量与2015年相比（ ）.
879,2．集合{(x，y)|y＝2x－1}表示(　　)
880,下列函数图像中，属于轴对称图形，且对称轴与y轴平行的是（ ）
885,关于方程3x2+2x-9=0，下列说法正确的是（  ）
893,下列各式由左边到右边的变形中，是因式分解的是（）
894,下列四个集合中，是空集的是（　　）
896,尺规作图的工具是（ ）．
901,下列运用等式性质进行的变形，正确的是
903,下列是二元一次方程的是（　　）
905,下列函数中不是偶函数的是（  ）
906,以下说法正确的是（）
907,下列各式中，能用平方差公式分解因式的是（  ）．
908,下列几何体中，主视图、左视图和俯视图完全相同的是（   ）
909,"过点A作直线MN的平行线,则（ ）"
910,教练统计了每位队员100m短跑的最好成绩，并计算了平均数、众数、中位数和极差．在最近一次大赛中，有一位队员刷新了自己的记录，教练更新了数据．下列对统计结果说法正确的是（   ）．
917,ax²+2x+1=0至少有一个负的实根的充要条件是(  )
919,已知点A（-1，-2）和点B（3，m-1），如果直线AB∥x轴，那么m的值为（） 
921,据中国电子商务研究中心监测数据显示，2016年第一季度中国轻纺城的商品成交额达27800000000元，将27800000000用科学记数法表示为（）.
922,下列式子中，是二次根式的是（  ）．
924,设集合A={1，2，3}，B={2，3，4}，则A∪B=（　　）
927,要判断甲、乙两厂生产产品的长度哪一个厂生产的比较一致，要知道两厂生产产品长度的（   ）
933,已知△ABC为等腰三角形，AB=AC=4cm，BC=5cm，点A沿直线L向右侧移动到A`点．如果此时△A`BC为等腰三角形，则A`C长为（   ）．__img3155.jpg
934,集合A={x∈N|x²﹣x﹣2＜0}的真子集个数为（　　）
938,方程x²-x=0的解是（ ）.
941,下列各式计算正确的是（  ）
942,下列事件中是必然事件的是（　　）
944,在同一平面内，有三条直线a、b、c，下列说法中正确的是（　　）
958,下列函数图像中，属于轴对称图形，且对称轴与y轴平行的是（  ）
962,对于线段的中点，有以下几种说法：①因为AM＝MB，所以M是AB的中点；②若AM＝MB＝AB，则M是AB的中点；③若AM＝AB，则M是AB的中点；④若A，M，B在一条直线上，且AM＝MB，则M是AB的中点.以上说法正确的是（  ）
967,通州区大运河森林公园占地面积10700亩，是北京规模最大的滨河森林公园，将10700用科学计数法表示为（ ）.
969,在下列语句中：①作直线AB与CD相交；②在直线上取一点C；③相等的角是对顶角；④2是偶数.是命题的是（   ）
970,下列关于统计与概率的知识说法正确的是（ ）.
971,下列变形中，正确的是
972,等腰△ABC，成为等边三角形，需要增加的条件可能是（  ）．
973,下列各式中，是最简二次根式的是
975,下列说法正确的是
976,下列说法正确的是（  ）
977,"若集合A＝{0,1,2,3}，B＝{1,2,4}，则集合A∪B等于(　　)"
982,估计6个人中有2个人的生肖相同的概率时，可用下列方法模拟试验：①用12个编有号码，大小相同的球代替试验；②用12张写有数字1～12的纸条进行抽签试验；③用6个编号有号码，大小相同的球代替试验；④用6张写有数字1～6的纸条进行抽签试验．其中正确的为（　　）
988,"若一系列函数的解析式相同，值域相同，但定义域不同，则称这些函数为“孪生函数”，那么函数解析式为y＝2x2－1，值域为{1,7}的“孪生函数”共有(　　)"
990,在下列图形中，∠1和∠2是对顶角的是（）.
991,在一个不透明的布袋中装有50个黄、白两种颜色的球，除颜色外其他都相同，小红通过多次摸球试验后发现，摸到黄球的频率稳定在0.3左右，则布袋中白球可能有（ ）
1001,下面有关双曲线离心率的表述正确的是（ ）
1003,某地政府召集5家企业的负责人开会，其中甲企业有2人到会，其余4家企业各有1人到会，会上有3人发言，则这3人来自3家不同企业的可能情况的种数为（　　）
1018,一个直角三角形的周长为2P，其斜边长的最小值（　　）
1019,用符号表示“点A在直线l上，直线l在平面α外”，正确的是（  ）
1021,某工厂共有200名职工，其中车间工人80人，质检工人80人，管理人员40人，为了工人对共产环境的满意度，用分层抽样的方法从全体职工中抽出一个容量为20的样本进行调查，则应从车间工人中抽取的人数为（  ）
1024,直线ax+by-b+a=0与圆x²+y²+x=3的位置关系是
1026,"设集合A＝{1,2,4}，集合B＝{x|x＝a＋b，a∈A，b∈A}，则集合B中的元素个数为(　　)"
1029,"如图,有一个水平放置的透明无盖的正方体容器,容器高8cm,将一个球放在容器口,再向容器内注水,当球面恰好接触水面时测得水深为6cm,如果不计容器的厚度,则球的体积为（  ）    "
1034,集合M={（x，y）|xy≤0，x，y∈R}的意义是（　　）
1040,某公司有4家直营店a，b，c，d，现需将6箱货物运送至直营店进行销售，各直营店出售该货物以往所得利润统计如下表所示．    利润 箱数abcd0000014224264553776648888599886101088根据此表，该公司获得最大总利润的运送方式有（ ）.
1043,（2018年，丰台八上期末）一件工作，甲单独完成需要a天，乙单独完成需要b天，如果甲、乙二人合作，那么每天的工作效率是（    ）
1047,（2018年，海淀九上期末）在△ABC中，∠C=90°．若AB=3，BC=1，则SinA的值为（    ）
1054,现有4名同学听同时进行的5个课外知识讲座，每名同学可自由选择其中的一个讲座，不同选法的种数是（   ）
1058,（2017福建中考）下列关于图形对称性的命题，正确的是（　　）
1059,设集合M={﹣2，2}，N={x|x＜0，或x＞1}，则下列结论正确的是（　　）
1062,关于x的不等式ax﹣b＜0的解集是（1，+∞），则关于x的不等式（ax+b）（x﹣3）＞0的解集是（　　）
1063,已知a＜b＜0，则下列不等式一定成立的是（　　）
1064,某学校高一年级共8个班，高二年级6个班从中选一个班级担任学校星期一早晨升旗任务，共有（　　）种安排方法．
1067,（2019福州八下期末）某商品原售价289元，经过连续两次降价后售价为256元.设平均每次降价的百分率为，则下面所列方程中正确的是
1069,（2018年，朝阳七下期末）下列调查中，适合抽样调查的是（    ）
1070,"设x∈Z，集合A是奇数集，集合B是偶数集．若命题p：∀x∈A,2x∈B，则( )"
1072,P：四边形四条边长相等，Q：四边形是平行四边形，则P是Q的( )．
1074,阳光书店举行促销活动，促销的方法是：消费超过100元时，所购买图书按原价打8折后，再减20元。若某套图书的原价为x元（x＞100），则购买该套图书实际需付款（  ）元。
1076,下列函数中，最小值为4的是（）
1077,（201907通州七下期末）下列等式中，从左到右的变形是因式分解的是
1078,（2016九下广东中考）-2的相反数是（ ）
1081,高为√2/4的四棱锥S-ABCD的底面是边长为1的正方形，点S、A、B、C、D均在半径为1的同一球面上，则底面ABCD的中心与顶点S之间的距离为
1082,下列向量给中，能作为表示它们所在平面内所有向量的基底的是     （  ）  
1083,棱长都是1的三棱锥的表面积为(  )．
1085,（2014广东中考）下列各式计算正确的是（　　）
1087,为贯彻落实《四川省普通高中学分管理办法（试行）》，成都某中学的4名学生可从本年级开设的3门课程中选择，每个学生必须且只能选一门，且每门课必须有人选，则不同的选课方案有（　　）种．
1088,哈市某公司有五个不同部门，现有4名在校大学生来该公司实习，要求安排到该公司的两个部门，且每部门安排两名，则不同的安排方案种数为（　　）
1091,一条光线从点（-2，-3）射出，经轴反射后与圆（x+3）²+（y-2）²=相切，则反射光线所在直线的斜率为（  ）.
1093,（2018年，东城七上期末）下列四个图中，能用∠1、∠AOB、∠O三种方法表示同一个角的是（    ）
1098,（2014广东中考）在我国南海某海域探明可燃冰储量约有194亿立方米，数字19400000000用科学记数法表示正确的是（　　）
1102,在△ABC中，若A=2B，则a等于（）
1103,（2018年，海淀九下二模）2018年4月18日，被誉为“中国天眼”的FAST望远镜首次发现的毫秒脉冲星得到国际认证．新发现的脉冲星自转周期为0.00519秒，是至今发现的射电流量最弱的高能毫秒脉冲星之一．将0.00519用科学记数法表示应为(  )
1104,方差表示一组数据的
1108,已知直线l过圆x2＋(y－3)2＝4的圆心，且与直线x＋y＋1＝0垂直，则l的方程是(　　)
1109,（2018年，丰台七上期末）小华家要进行室内装修，设计师提供了如下四种图案的地砖，爸爸希望灰白两种颜色的地砖面积比例大致相同，那么下面最符合要求的是（    ）
1110,已知集合A={x|x＜1}，B={x|x²﹣x﹣6＜0}，则（　　）
1112,下列关于用斜二测画法画直观图的说法，不正确的是（  ）
1114,如图，在△ABC中，DE∥BC，AD=6，DB=3，则__img3758.jpg的值为（ ）.__img3759.jpg
1115,命题p：a，b，c是三个非零向量；命题q：{a，b，c}为空间的一个基底，则命题p是命题q 的（      ）。 
1116,（2018年，西城八上期末）2017年6月北京国际设计周面向社会公开征集“二十四节气”标识系统设计，以期通过现代设计的手段，尝试推动我国非物质文化遗产创新传承与发展．下面四幅作品分别代表“立春”、“芒种”、“白露”、“大雪”，其中是轴对称图形的是（  ）
1125,已知A（1，0，0），B（0，1，0），C（0，0，1），则平面ABC的单位法向量是（  ）。
1130,已知双曲线x²-4y²=4，则其顶点到其渐近线的距离等于（ ）
1131,（2018年，朝阳八下期末）以下列各组数为边长，不能构成直角三角形的是（    ）
